"time"	"distance"	"value"
85	17	0.5
85	18	0.385
85	19	0.231
85	20	0.25
85	21	0.3
85	22	0.381
85	23	0.462
85	24	0.353
85	25	0.312
85	26	0.375
85	27	0
85	28	0.059
85	29	0.05
85	30	0
85	31	0
85	32	0.067
85	33	0.143
85	34	0.281
86	0	0.522
86	1	0.533
86	2	0.4
86	3	0.25
86	4	0.375
86	5	0.222
86	6	0.2
86	7	0.25
86	8	0.235
86	9	0.364
86	10	0.375
86	11	0.238
86	12	0.45
86	13	0.478
86	14	0.429
86	15	0.486
86	16	0.474
86	17	0.455
86	18	0.286
86	19	0
86	20	0.125
86	21	0.286
86	22	0.077
86	23	0.048
86	24	0.222
86	25	0
86	26	0
86	27	0.1
86	28	0
86	29	0.125
86	30	0
86	31	0
86	32	0.375
86	33	0.714
86	34	0.571
87	0	0.364
87	1	0.731
87	2	0.727
87	3	0.429
87	4	0.375
87	5	0.429
87	6	0.556
87	7	0.4
87	8	0.875
87	9	0.25
87	10	0.4
87	11	0.556
87	12	0.8
87	13	0.765
87	14	0.733
87	15	0.778
87	16	0.615
87	17	0.419
87	18	0.435
87	19	0.481
87	20	0.25
87	21	0.273
87	22	0.389
87	23	0.419
87	24	0.615
87	25	0.154
87	26	0.438
87	27	0.053
87	28	0
87	29	0
87	30	0
87	31	0
87	32	0.056
87	33	0.25
87	34	0.447
88	0	0.352
88	1	0.457
88	2	0.308
88	3	0.192
88	4	0.095
88	5	0.071
88	6	0.192
88	7	0.238
88	8	0.19
88	9	0.375
88	10	0.462
88	11	0.303
88	12	0.432
88	13	0.449
88	14	0.5
88	20	0
88	21	0
88	22	0.5
88	23	0.45
88	24	0.538
88	25	0.5
88	26	0.333
88	27	0.143
88	28	0.143
88	29	0.1
88	30	0
88	31	0
88	32	0
88	33	0
88	34	0.125
89	14	1
89	15	0.417
89	16	0.5
89	17	0.222
89	18	0.175
89	19	0.111
89	20	0.032
89	21	0.091
89	22	0.065
89	23	0.048
89	24	0.136
89	25	0.036
89	26	0.107
89	27	0.059
89	28	0.033
89	29	0
89	30	0
89	31	0
89	32	0.167
90	0	0.531
90	1	0.578
90	2	0.467
90	3	0.429
90	4	0.385
90	5	0.154
90	6	0.632
90	7	0.5
90	8	0.5
90	9	0.167
90	10	0.375
90	11	0.619
90	12	0.679
90	13	0.595
90	14	0.688
90	15	0.621
90	16	0.692
90	17	0.188
90	18	0.265
90	19	0.067
90	20	0
90	21	0.083
90	22	0.133
90	23	0
90	24	0.222
90	25	0
90	26	0
90	27	0
90	28	0.167
90	29	0
90	30	0
90	31	0
90	32	0.107
90	33	0.143
90	34	0.429
91	0	0.647
91	1	0.6
91	2	0.556
91	3	0.4
91	4	0.364
91	5	0.667
91	6	0.375
91	7	0.571
91	8	0
91	9	0.6
91	10	0.4
91	11	0.6
91	12	0.417
91	13	0.667
91	14	0.444
91	15	0.583
91	16	0.6
91	17	0.4
91	18	0.385
91	19	0.429
91	20	0.143
91	21	0
91	22	0.3
91	23	0.5
91	24	0.333
91	25	0.235
91	26	0.111
91	27	0
91	28	0
91	29	0
91	30	0
91	31	0
91	32	0.105
91	33	0.154
91	34	0.104
92	0	0.478
92	1	0.537
92	2	0.37
92	3	0.118
92	4	0.143
92	5	0.353
92	6	0.333
92	7	0.5
92	8	0.4
92	9	0.45
92	10	0.8
92	11	0.485
92	12	0.55
92	13	0.545
92	14	0.4
92	15	0.6
92	16	0.533
92	17	0.182
92	18	0.143
92	19	0
92	20	0.125
92	21	0
92	22	0.182
92	23	0.368
92	24	0.125
92	25	0.125
92	26	0.6
92	27	0
92	28	0
92	29	0
92	30	0
92	31	0
92	32	0.333
92	33	0.8
92	34	1
93	0	0.579
93	1	0.857
93	2	0.556
93	3	0.4
93	4	0.429
93	5	0.333
93	6	0.333
93	7	0.5
93	8	0.333
93	9	0.5
93	10	0.5
93	11	0.3
93	12	0.571
93	13	0.636
93	14	0.643
93	15	0.647
93	16	0.646
93	17	0.211
93	18	0.289
93	19	0.103
93	20	0.08
93	21	0.217
93	22	0.182
93	23	0.345
93	24	0.2
93	25	0.067
93	26	0.158
93	27	0
93	28	0
93	29	0
93	30	0
93	31	0
93	32	0
93	33	0.273
93	34	0.348
94	0	0.444
94	1	0.576
94	2	0.45
94	3	0.375
94	4	0.13
94	5	0.167
94	6	0.385
94	7	0.417
94	8	0.364
94	9	0.462
94	10	0.727
94	11	0.5
94	12	0.5
94	13	0.619
94	14	0.552
94	15	0.606
94	16	0.667
94	17	0.5
94	18	0.75
94	19	0.636
94	20	0.364
94	21	0.375
94	22	0.333
94	23	0.4
94	24	0.526
94	25	0.429
94	26	0.368
94	27	0.143
94	28	0.214
94	29	0.091
94	30	0
94	31	0
94	32	0.133
94	33	0.3
94	34	0.5
95	0	0.259
95	1	0.206
95	2	0.222
95	3	0.125
95	4	0.25
95	5	0.25
95	6	0.125
95	7	0.143
95	8	0.308
95	9	0.2
95	10	0.333
95	11	0.333
95	12	0.385
95	13	0.421
95	14	0.538
95	15	0.738
95	16	0.704
95	17	0.265
95	18	0.273
95	19	0.219
95	20	0.053
95	21	0.095
95	22	0.219
95	23	0.338
95	24	0.233
95	25	0.062
95	26	0.071
95	27	0
95	28	0.067
95	29	0
95	30	0.154
95	31	0.111
95	32	0.231
95	33	0.333
95	34	0.5
96	0	0.298
96	1	0.612
96	2	0.24
96	3	0.062
96	4	0
96	5	0
96	6	0.095
96	7	0.3
96	8	0.2
96	9	0.364
96	10	0.3
96	11	0.316
96	12	0.368
96	13	0.231
96	14	0.286
96	15	0.182
96	16	0.25
96	17	0.111
96	18	0.192
96	19	0.1
96	20	0
96	21	0
96	22	0
96	23	0.235
96	24	0.25
96	25	0.067
96	26	0.087
96	27	0.12
96	28	0.056
96	29	0.13
96	30	0.056
96	31	0.1
96	32	0.238
96	33	0.5
96	34	0.19
97	0	0.568
97	1	0.722
97	2	0.6
97	3	0.333
97	4	0.111
97	5	0.5
97	6	0.385
97	7	0.375
97	8	0.273
97	9	0.286
97	10	0
97	11	0.2
97	12	0.429
97	13	0.486
97	14	0.3
97	15	0.4
97	16	0.286
97	17	0.429
97	18	0.216
97	19	0.467
97	20	0.19
97	21	0
97	22	0.348
97	23	0.556
97	24	0.2
97	25	0.25
97	26	0.348
97	27	0.158
97	28	0.111
97	29	0.15
97	30	0.125
97	31	0.154
97	32	0.312
97	33	0.3
97	34	0.349
98	0	0.6
98	1	0.564
98	2	0.27
98	3	0.148
98	4	0.125
98	5	0.25
98	6	0.229
98	7	0.308
98	8	0.355
98	9	0.36
98	10	0.474
98	11	0.391
98	12	0.524
98	13	0.521
98	14	0.481
98	15	0.593
98	16	0.706
98	17	0.5
98	18	0.314
98	19	0.333
98	20	0.188
98	21	0.176
98	22	0.333
98	23	0.233
98	24	0.4
98	25	0.667
98	26	0.222
98	27	0
98	28	0
98	29	0
98	30	0
98	31	0
98	32	0.286
98	33	0.2
98	34	0.208
99	0	0.381
99	1	0.467
99	2	0.4
99	3	0.129
99	4	0.115
99	5	0.125
99	6	0.333
99	7	0.3
99	8	0.188
99	9	0.417
99	10	0.111
99	11	0.255
99	12	0.452
99	13	0.472
99	14	0.536
99	15	0.5
99	16	0.481
99	17	0.244
99	18	0.204
99	19	0.172
99	20	0.122
99	21	0.038
99	22	0.2
99	23	0.275
99	24	0.143
99	25	0.115
99	26	0.136
99	27	0
99	28	0
99	29	0
99	30	0
99	31	0
99	32	0.061
99	33	0.442
99	34	0.183
100	0	0.106
100	1	0.259
100	2	0.143
100	3	0.091
100	4	0
100	5	0.091
100	6	0.027
100	7	0
100	8	0.118
100	9	0.038
100	10	0
100	11	0.058
100	12	0.086
100	13	0.09
100	14	0.06
100	15	0.08
100	16	0.25
100	17	0.14
100	18	0.016
100	19	0
100	20	0
100	21	0
100	22	0.032
100	23	0.204
100	24	0.148
100	25	0.088
100	26	0.066
100	27	0
100	28	0.054
100	29	0.062
100	30	0.095
100	31	0.043
100	32	0.125
100	33	0.263
100	34	0.153
101	0	0.3
101	1	0.363
101	2	0.308
101	3	0.244
101	4	0.238
101	5	0.214
101	6	0.317
101	7	0.294
101	8	0.4
101	9	0.35
101	10	0.308
101	11	0.5
101	12	0.49
101	13	0.5
101	14	0.385
101	15	0.472
101	16	0.69
101	17	0.425
101	18	0.34
101	19	0.28
101	20	0.208
