"time"	"distance"	"value"
57	20	0.091
57	21	0
57	22	0.133
57	23	0.286
57	24	0.091
57	25	0
57	26	0
57	27	0
57	28	0
57	29	0
57	30	0
57	31	0
57	32	0
57	33	0
57	34	0
57	35	0
57	36	0
57	37	0
57	38	0.034
57	39	0.1
57	40	0.25
57	41	0
57	42	0.043
58	0	0.588
58	1	0.737
58	2	0.667
58	3	0.375
58	4	0.333
58	5	0.4
58	6	0.375
58	7	0.429
58	8	0.333
58	9	0.625
58	10	0.5
58	11	0.455
58	12	0.562
58	13	0.75
58	14	0.733
58	15	0.75
58	16	0.688
58	17	0.4
58	18	0.5
58	19	0.25
58	20	0.556
58	21	0.4
58	22	0.364
58	23	0.222
58	24	0.095
58	25	0
58	26	0
58	27	0
58	28	0
58	29	0
58	30	0
58	31	0
58	32	0
58	33	0
58	34	0
58	35	0
58	36	0
58	37	0
58	38	0.158
58	39	0.444
58	40	0.75
58	41	0.5
58	42	0.361
59	0	0.395
59	1	0.606
59	2	0.474
59	3	0.214
59	4	0.188
59	5	0.4
59	6	0.389
59	7	0.222
59	8	0.368
59	9	0.333
59	10	0.4
59	11	0.571
59	12	0.586
59	13	0.605
59	14	0.619
59	15	0.531
59	16	0.615
59	17	0.438
59	18	0.19
59	19	0
59	20	0.2
59	21	0.111
59	22	0.118
59	23	0
59	24	0.077
59	25	0
59	26	0.091
59	27	0.043
59	28	0
59	29	0
59	30	0
59	31	0
59	32	0
59	33	0
59	34	0
59	35	0
59	36	0
59	37	0
59	38	0.147
59	39	0.308
59	40	0.167
59	41	0.143
59	42	0.362
60	0	0.36
60	1	0.455
60	2	0.273
60	3	0.3
60	4	0.417
60	5	0
60	6	0.4
60	7	0.286
60	8	0.3
60	9	0.5
60	10	0.333
60	11	0.429
60	12	0.412
60	13	0.417
60	14	0.353
60	15	0.5
60	16	0.421
60	17	0.444
60	18	0.238
60	19	0
60	20	0.2
60	21	0.091
60	22	0.3
60	23	0.111
60	24	0.105
60	25	0.25
60	26	0
60	27	0.2
60	28	0
60	29	0
60	30	0.125
60	31	0.111
60	32	0
60	33	0.091
60	34	0.1
60	35	0.111
60	36	0.125
60	37	0.083
60	38	0.292
60	39	0.5
60	40	0.25
60	41	0.167
60	42	0.24
61	0	0.52
61	1	0.444
61	2	0.182
61	3	0.091
61	4	0.091
61	5	0
61	6	0.077
61	7	0.25
61	8	0.222
61	9	0.286
61	10	0.375
61	11	0.357
61	12	0.444
61	13	0.619
61	14	0.467
61	15	0.55
61	16	0.583
61	17	0.462
61	18	0.15
61	19	0
61	20	0.222
61	21	0
61	22	0
61	23	0
61	24	0.083
61	25	0
61	26	0.125
61	27	0
61	28	0
61	29	0.091
61	30	0
61	31	0.111
61	32	0
61	33	0.111
61	34	0.2
61	35	0
61	36	0.143
61	37	0.25
61	38	0.227
61	39	0.125
61	40	0.667
61	41	0.25
61	42	0.6
62	0	0.1
62	1	0.107
62	2	0.222
62	3	0.182
62	4	0.238
62	5	0.222
62	6	0.231
62	7	0.222
62	8	0.5
62	9	0.333
62	10	0.429
62	11	0.5
62	12	0.28
62	13	0.387
62	14	0.421
62	15	0.333
62	16	0.375
62	17	0.5
62	18	0.304
